University Admission year,Gender,Age,H.S.C passing year,Program,Current Semester,Do you have meritorious scholarship ?,Do you use University transportation?,How many hour do you study daily?,How many times do you seat for study in a day?,What is your preferable learning mode?,Do you use smart phone?,Do you have personal Computer?,How many hour do you spent daily in social media?,Status of your English language proficiency,Average attendance on class,Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems?,What are the skills do you have ?,How many hour do you spent daily on your skill development?,What is you interested area?,What is your relationship status?,Are you engaged with any co-curriculum activities?,With whom you are living with?,Do you have any health issues?,What was your previous SGPA?,Do you have any physical disabilities?,What is your current CGPA?,How many Credit did you have completed?,What is your monthly family income?,Study_Efficiency,Academic_Risk_Score,Time_Management_Score,Cluster
2021,0,21,2020,0,3,0,1,2,2,0,1,1,5,1,45,0,0,0,39,2,16,4,0,1,2,3.26,0,3.36,23,40000,0.6666666666666666,5.5,-3,2
2016,1,25,2016,0,19,1,0,1,1,0,1,1,2,2,2,0,0,0,48,2,16,4,1,0,1,3.6,0,3.72,130,300000,0.5,9.8,-1,1
2021,1,20,2019,0,3,0,0,2,3,0,1,1,5,1,2,0,0,0,39,3,0,4,0,0,2,3.12,0,3.01,23,50000,0.5,9.8,-3,2
2022,0,20,2020,0,1,1,0,4,3,0,1,1,2,1,2,0,0,1,43,2,16,4,1,0,1,3.93,0,3.93,11,50000,1.0,9.8,2,1
2021,1,20,2020,0,3,1,0,5,3,1,1,1,6,0,61,1,0,0,39,1,16,4,1,0,1,3.0,0,3.55,23,150000,1.25,4.9,-1,2
2019,1,24,2018,0,9,0,0,1,2,1,1,1,3,1,36,1,0,1,48,1,12,4,1,1,1,1.61,0,2.44,40,25000,0.3333333333333333,7.4,-2,1
2020,1,22,2018,0,6,1,1,1,1,1,1,1,3,1,45,0,0,0,48,1,16,4,0,1,1,2.79,0,3.15,50,40000,0.5,5.5,-2,0
2021,0,22,2020,0,4,0,0,2,1,0,1,0,3,2,64,0,0,0,39,2,16,4,0,0,1,3.83,0,3.4,25,40000,1.0,3.6,-1,0
2018,1,26,2018,0,12,1,1,3,1,1,1,1,2,0,2,0,0,1,48,3,12,4,0,1,1,3.58,0,3.27,130,62488,1.5,9.8,1,1
2021,0,21,2020,0,3,1,1,3,1,0,1,1,4,1,2,0,0,1,48,2,14,4,0,1,1,3.39,0,3.19,25,70000,1.5,9.8,-1,1
2021,1,20,2020,0,3,1,0,3,3,0,1,1,2,2,2,0,0,0,48,2,16,4,0,0,1,3.38,0,3.37,23,25000,0.75,9.8,1,1
2021,0,19,2020,0,3,1,0,3,3,0,1,1,1,2,2,0,0,1,48,2,8,4,0,0,2,3.03,0,3.15,23,30000,0.75,9.8,2,1
2022,1,20,2020,0,1,0,0,3,1,0,0,1,1,2,2,0,0,1,30,1,4,2,1,1,1,0.0,0,0.0,0,40000,1.5,9.8,2,1
2021,1,21,2020,0,3,1,1,1,1,0,1,1,1,2,61,0,0,1,39,1,16,4,1,1,1,3.65,0,3.7,30,40000,0.5,3.9,0,0
2019,0,22,2019,0,9,0,1,3,1,0,1,1,2,2,45,0,0,1,48,1,12,4,0,1,2,3.18,0,2.69,90,30000,1.5,5.5,1,0
2022,1,21,2020,0,2,1,1,3,2,0,1,1,2,1,2,0,0,1,39,2,16,4,1,1,1,3.78,0,3.15,90,30000,1.0,9.8,1,1
2020,1,24,2017,0,8,1,1,1,1,0,1,1,4,2,36,0,0,0,39,3,13,3,1,1,1,2.56,0,3.38,90,30000,0.5,6.4,-3,2
2021,1,20,2020,0,3,1,0,2,2,0,0,1,12,1,55,0,0,0,52,0,16,4,0,1,2,2.94,0,3.1,24,45000,0.6666666666666666,4.5,-10,2
2021,0,19,2020,0,3,0,0,3,2,0,1,1,4,2,42,1,0,1,39,3,16,4,0,1,1,2.36,0,2.88,23,80000,1.0,6.8,-1,0
2022,1,21,2021,0,2,1,0,3,2,1,1,0,5,2,2,0,0,1,39,2,16,4,0,1,1,3.8,0,3.8,11,30000,1.0,9.8,-2,1
2021,1,22,2020,0,3,1,0,0,0,0,1,1,15,1,45,1,0,0,39,0,16,4,0,0,1,1.53,0,2.43,23,30000,0.0,6.5,-15,2
2020,0,21,2019,0,7,0,1,2,2,1,1,1,5,2,45,0,0,1,48,3,19,3,0,1,1,3.0,0,2.91,90,35000,0.6666666666666666,5.5,-3,2
2021,0,20,2020,0,3,0,1,2,1,0,1,0,5,1,45,0,0,1,39,1,16,4,1,1,1,2.32,0,2.66,23,40000,1.0,5.5,-3,2
2022,1,21,2022,0,1,1,1,6,2,1,1,1,4,2,55,1,0,1,6,1,16,4,0,0,2,0.0,1,0.0,11,62488,2.0,5.5,2,0
2021,0,21,2019,0,3,1,0,3,0,0,1,1,12,0,20,0,0,1,26,0,14,3,1,1,2,3.37,0,3.15,23,62488,3.0,8.0,-9,2
2021,0,22,2020,0,3,1,0,2,1,0,1,1,3,2,2,0,0,1,48,1,13,4,1,0,2,2.89,0,3.37,24,50000,1.0,9.8,-1,1
2021,0,21,2019,0,3,1,1,2,3,0,1,1,2,1,55,0,0,0,39,2,16,4,0,1,1,3.17,0,3.15,24,40000,0.5,4.5,0,0
2021,0,20,2020,0,3,1,1,2,2,0,1,1,5,1,2,1,0,0,39,1,16,4,0,1,2,2.26,0,2.31,20,35000,0.6666666666666666,10.8,-3,2
2022,0,21,2020,0,2,1,0,5,2,0,1,1,2,1,65,0,0,0,39,1,16,4,0,0,1,3.65,0,3.65,12,35000,1.6666666666666667,3.5,3,0
2021,0,22,2019,0,3,1,1,2,1,0,1,1,1,2,62,0,0,1,39,1,13,4,0,1,1,3.03,0,3.02,25,49000,1.0,3.8,1,0
2020,1,22,2018,0,7,1,1,2,1,0,1,1,4,1,45,0,0,1,48,0,16,4,0,0,2,3.93,0,3.44,53,15000,1.0,5.5,-2,0
2019,0,22,2018,0,9,0,1,4,3,0,1,1,2,0,45,0,0,1,39,2,8,4,1,1,1,3.0,0,3.09,105,2000000,1.0,5.5,2,0
2022,0,20,2021,0,1,1,1,2,1,0,1,1,3,1,64,0,0,1,39,0,16,4,0,1,1,0.0,0,0.0,0,62488,1.0,3.6,-1,0
2022,1,20,2020,0,2,1,1,8,4,0,1,1,2,1,53,0,0,1,39,2,16,4,1,0,1,3.45,0,3.45,11,30000,1.6,4.7,6,0
2021,0,21,2020,0,3,1,1,3,4,0,1,1,1,1,2,0,0,1,39,1,16,4,0,1,1,2.94,0,3.03,23,62488,0.6,9.8,2,1
2021,1,21,2019,0,3,1,1,8,2,0,1,1,1,2,2,0,0,0,39,4,16,3,1,1,1,3.93,0,3.95,25,50000,2.6666666666666665,9.8,7,1
2021,1,21,2019,0,3,1,1,1,1,1,1,1,2,2,50,0,0,0,39,2,8,4,1,1,2,3.86,0,3.84,24,50000,0.5,5.0,-1,0
2022,1,20,2020,0,3,0,1,4,2,0,1,1,2,2,2,1,0,0,39,1,16,4,0,1,1,2.93,0,2.84,26,30000,1.3333333333333333,10.8,2,1
2021,1,20,2020,0,4,1,0,5,3,1,1,1,1,2,45,0,0,1,39,2,16,4,0,0,1,3.06,0,3.08,36,7000,1.25,5.5,4,0
2022,0,21,2019,0,1,1,1,2,1,0,1,1,7,0,2,0,0,1,6,0,16,4,0,1,1,0.0,0,0.0,0,50000,1.0,9.8,-5,2
2020,0,21,2018,0,8,1,1,0,0,0,1,1,3,2,2,0,0,1,39,4,16,4,0,1,1,3.92,0,3.94,60,50000,0.0,9.8,-3,1
2021,1,21,2019,0,3,0,1,2,1,0,1,1,2,2,64,0,0,0,48,1,16,4,1,1,1,3.17,0,3.53,25,30000,1.0,3.6,0,0
2022,0,20,2020,0,1,1,1,1,1,0,1,1,3,1,61,0,0,0,39,1,16,4,0,1,1,3.63,0,3.63,11,35000,0.5,3.9,-2,0
2021,1,20,2020,0,3,1,0,8,2,0,1,1,2,2,64,0,0,1,39,2,16,4,0,1,1,3.98,0,3.86,23,20000,2.6666666666666665,3.6,6,0
2021,0,21,2020,0,4,0,1,6,1,0,1,0,2,2,63,1,0,1,39,3,16,4,1,1,1,3.39,0,2.8,20,40000,3.0,4.7,4,0
2021,0,18,2020,0,2,1,0,2,2,1,1,0,3,2,55,0,0,0,39,1,16,0,0,0,2,3.68,0,3.68,11,40000,0.6666666666666666,4.5,-1,0
2022,1,21,2019,0,2,1,0,5,3,0,1,1,4,1,55,1,0,1,39,3,16,4,1,0,1,3.83,0,3.83,11,20000,1.25,5.5,1,0
2020,1,22,2019,0,8,0,0,3,1,0,1,1,4,2,2,0,0,1,39,2,16,4,0,0,1,3.64,0,3.74,87,50000,1.5,9.8,-1,1
2021,1,20,2020,0,3,1,1,2,1,0,1,1,1,2,2,0,0,1,39,1,5,4,0,1,1,2.96,0,3.38,25,25000,1.0,9.8,1,1
2020,1,22,2019,0,6,0,1,3,2,0,1,1,1,2,2,1,0,1,39,2,16,4,1,0,1,2.25,0,3.15,60,20000,1.0,10.8,2,1
2020,1,19,2020,0,2,1,0,5,1,0,1,1,2,2,2,0,0,0,39,2,8,4,1,0,2,3.8,0,3.8,11,20000,2.5,9.8,3,1
2021,0,20,2018,0,3,1,1,1,2,1,1,1,5,2,55,0,0,1,39,1,16,4,0,1,1,3.49,0,3.5,23,30000,0.3333333333333333,4.5,-4,0
2021,1,21,2021,0,3,1,1,2,1,0,1,1,2,2,28,0,0,0,39,1,16,4,0,1,1,2.11,0,3.0,26,50000,1.0,7.2,0,0
2021,1,20,2020,0,2,1,0,3,1,0,1,1,3,2,65,1,1,1,39,1,16,4,0,1,1,3.42,0,3.42,11,20000,1.5,6.5,0,0
2020,0,23,2019,0,7,1,0,5,2,0,1,1,6,2,65,0,0,1,3,2,14,0,1,0,2,3.96,0,3.93,76,12500,1.6666666666666667,3.5,-1,2
2018,1,23,2017,0,12,0,1,7,3,0,1,1,2,2,55,1,0,1,48,4,16,4,0,0,1,2.86,0,3.26,125,15000,1.75,5.5,5,0
2022,1,21,2020,0,2,0,0,5,3,0,1,0,4,1,28,1,0,1,39,1,16,4,0,0,1,0.5,0,0.5,11,5000,1.25,8.2,1,1
2022,0,20,2020,0,1,0,0,5,2,0,1,1,3,2,64,0,0,1,39,1,16,4,0,1,1,3.5,0,3.5,0,20000,1.6666666666666667,3.6,2,0
2022,1,20,2020,0,2,1,0,1,2,0,1,1,2,1,55,0,0,0,39,1,16,4,0,1,1,2.52,0,2.52,12,50000,0.3333333333333333,4.5,-1,0
2021,1,21,2019,0,3,0,1,4,1,0,1,1,2,2,64,0,0,0,39,3,11,4,0,1,1,3.72,0,3.71,25,60000,2.0,3.6,2,0
2019,0,22,2018,0,11,1,0,5,2,1,1,1,2,2,61,0,0,1,44,1,12,3,1,1,1,2.8,0,3.35,120,68000,1.6666666666666667,3.9,3,0
2020,0,21,2019,0,6,1,0,3,2,0,1,1,2,2,65,0,0,1,39,1,16,4,0,1,1,3.98,0,3.99,58,40000,1.0,3.5,1,0
2021,1,20,2019,0,3,0,0,4,2,0,1,1,3,2,2,0,0,0,39,2,16,4,0,0,2,3.68,0,3.61,24,40000,1.3333333333333333,9.8,1,1
2021,1,21,2019,0,3,1,0,1,1,0,1,1,5,2,55,0,0,0,39,1,16,4,0,1,2,3.03,0,2.94,25,50000,0.5,4.5,-4,0
2019,0,22,2017,0,11,0,0,3,2,0,1,1,4,2,61,0,0,1,48,1,13,4,0,1,2,3.34,0,3.18,120,40000,1.0,3.9,-1,0
2021,0,21,2020,0,2,1,1,8,2,0,1,1,2,1,2,0,0,1,43,1,16,4,1,1,1,3.39,0,3.39,12,50000,2.6666666666666665,9.8,6,1
2019,0,23,2018,0,11,0,1,3,2,0,1,1,3,2,62,0,0,1,48,2,16,4,0,1,1,3.78,0,3.55,141,18000,1.0,3.8,0,0
2019,1,24,2019,0,5,0,1,2,2,0,1,1,8,1,2,1,0,1,39,8,3,4,0,1,1,1.05,0,2.97,42,62488,0.6666666666666666,10.8,-6,2
2021,0,20,2020,0,3,0,0,2,3,0,1,1,4,1,50,1,0,0,39,2,14,4,0,0,1,2.06,0,2.2,23,25000,0.5,6.0,-2,0
2022,0,20,2020,0,2,1,0,3,1,0,1,1,3,1,61,0,0,0,39,2,16,4,0,1,1,3.67,0,3.67,11,45000,1.5,3.9,0,0
2021,0,19,2020,0,2,0,1,5,2,0,1,1,3,2,2,0,0,0,39,3,0,4,1,1,1,3.78,0,3.78,11,40000,1.6666666666666667,9.8,2,1
2020,0,20,2019,0,7,1,0,1,1,1,1,1,1,2,40,1,0,0,27,1,13,3,1,1,2,1.63,0,2.61,79,60000,0.5,7.0,0,0
2021,1,21,2020,0,3,1,0,2,1,0,1,1,6,1,36,0,0,1,39,2,19,4,1,0,1,3.17,0,3.39,22,40000,1.0,6.4,-4,2
2021,0,20,2019,0,3,0,1,2,1,0,1,1,2,2,2,0,0,0,21,3,8,4,0,1,2,3.82,0,3.91,23,100000,1.0,9.8,0,1
2022,1,22,2020,0,2,0,0,2,1,0,1,0,4,1,2,0,0,1,30,0,16,4,0,0,1,2.55,0,2.55,11,40000,1.0,9.8,-2,2
2021,1,22,2019,0,3,1,1,2,3,1,1,1,2,2,57,0,0,1,39,1,16,4,0,1,1,3.79,0,3.89,23,35000,0.5,4.3,0,0
2022,1,20,2020,0,1,1,0,2,1,0,1,0,3,1,65,0,0,0,39,0,16,3,1,0,1,4.0,0,4.0,10,20000,1.0,3.5,-1,0
2019,0,23,2017,0,11,0,1,3,2,0,1,1,2,2,50,0,0,1,48,2,13,4,0,0,1,3.76,0,3.62,120,33000,1.0,5.0,1,0
2020,1,21,2019,0,8,1,0,5,3,0,1,1,4,1,2,0,0,1,48,2,13,4,1,0,2,3.74,0,3.91,88,15000,1.25,9.8,1,1
2022,1,20,2020,0,1,1,0,1,1,0,1,1,2,1,64,0,0,1,46,2,16,4,1,0,1,0.0,0,0.0,0,20000,0.5,3.6,-1,0
2022,1,20,2019,0,1,1,1,2,1,0,1,1,1,1,65,1,0,1,39,2,16,4,1,0,1,3.15,0,3.15,13,20000,1.0,4.5,1,0
2021,0,21,2020,0,3,1,0,2,2,0,1,1,4,2,2,0,0,0,39,2,16,4,0,1,1,3.38,0,3.2,23,50000,0.6666666666666666,9.8,-2,2
2020,1,22,2018,0,6,0,0,5,2,0,1,0,3,2,55,0,0,1,48,3,16,4,0,0,1,3.98,0,3.97,58,70000,1.6666666666666667,4.5,2,0
2022,1,22,2015,0,2,1,0,2,2,1,1,1,1,1,61,1,0,1,39,1,16,4,1,0,2,2.1,0,2.1,14,25000,0.6666666666666666,4.9,1,0
2020,0,21,2019,0,8,1,0,3,1,0,1,1,5,2,45,1,0,0,48,1,8,4,1,0,1,2.72,0,2.25,62,60000,1.5,6.5,-2,2
2021,0,22,2020,0,3,1,1,3,1,0,0,1,3,0,64,0,0,1,6,4,0,4,0,1,2,3.3,1,3.39,23,50000,1.5,3.6,0,0
2021,1,21,2020,0,3,1,0,4,1,0,1,1,2,0,2,0,0,1,39,3,16,4,0,0,1,4.0,0,3.72,23,30000,2.0,9.8,2,1
2022,1,20,2019,0,2,0,0,2,2,0,1,1,3,1,55,0,1,1,23,2,14,4,0,0,1,3.1,0,3.1,12,20000,0.6666666666666666,6.5,-1,0
2021,0,20,2019,0,3,1,0,1,1,0,1,1,3,0,55,1,0,1,39,1,16,4,0,0,1,2.56,0,2.01,23,35000,0.5,5.5,-2,0
2020,0,20,2020,0,2,1,1,2,3,0,1,1,12,2,45,0,0,0,37,1,16,0,1,0,2,3.21,0,3.21,12,30000,0.5,5.5,-10,2
2022,0,19,2021,0,1,1,1,6,2,0,1,1,2,2,61,0,0,0,39,2,16,4,0,1,1,0.0,0,0.0,0,70000,2.0,3.9,4,0
2022,1,19,2020,0,12,0,0,4,2,0,1,0,3,2,40,1,0,1,39,1,16,4,1,1,2,3.38,0,3.38,14,15000,1.3333333333333333,7.0,1,1
2022,0,19,2021,0,1,1,0,3,2,0,1,0,2,1,57,0,0,0,39,1,16,4,0,1,1,3.15,0,3.15,11,50000,1.0,4.3,1,0
2022,1,21,2020,0,2,0,0,1,1,0,1,1,4,1,61,1,0,1,39,2,16,4,1,0,1,3.9,0,3.9,11,30000,0.5,4.9,-3,0
2022,1,20,2020,0,2,1,1,2,1,0,1,1,1,2,64,0,0,1,39,1,16,4,0,1,1,3.95,0,3.95,12,50000,1.0,3.6,1,0
2022,0,20,2020,0,2,1,1,3,2,0,1,1,3,2,2,0,0,0,39,1,0,4,0,1,1,3.03,0,3.03,12,90000,1.0,9.8,0,1
2018,0,23,2017,0,14,0,1,7,1,0,1,1,5,2,28,1,0,0,6,2,0,3,1,0,2,2.59,0,2.56,133,28000,3.5,8.2,2,0
2022,1,20,2020,0,1,1,0,3,1,0,1,0,2,0,2,0,0,1,39,2,16,4,1,0,1,0.0,0,0.0,0,30000,1.5,9.8,1,1
2021,0,19,2020,0,3,1,1,5,2,0,1,1,4,2,65,0,0,1,39,3,16,4,0,1,1,3.45,0,3.3,25,25000,1.6666666666666667,3.5,1,0
2022,1,20,2021,0,2,0,1,1,1,0,1,0,4,1,50,0,0,0,39,1,16,4,1,1,1,3.6,0,3.6,11,40000,0.5,5.0,-3,2
2022,0,20,2020,0,2,0,0,6,2,1,1,1,1,1,64,1,0,1,48,5,16,4,1,0,1,3.53,0,3.53,11,40000,2.0,4.6,5,0
2020,0,20,2019,0,8,1,0,3,2,0,1,1,2,2,65,0,0,1,39,1,13,4,1,1,1,3.86,0,3.69,90,50000,1.0,3.5,1,0
2022,0,19,2020,0,2,0,1,3,2,0,1,1,4,0,2,0,0,1,39,2,0,4,1,1,1,3.48,0,2.4,11,25000,1.0,9.8,-1,1
2021,1,21,2019,0,5,0,0,2,1,1,1,1,1,2,64,0,0,0,39,6,16,4,0,0,1,3.7,0,3.77,54,62488,1.0,3.6,1,0
2022,0,20,2020,0,2,0,1,3,1,0,1,1,1,0,2,0,0,1,39,2,16,4,0,1,1,3.84,0,3.84,11,50000,1.5,9.8,2,1
2020,0,21,2019,0,8,0,1,6,2,0,1,1,2,2,2,0,0,1,48,3,16,4,0,1,1,3.4,0,3.29,85,60000,2.0,9.8,4,1
2022,1,19,2020,0,1,0,0,4,2,0,1,1,2,1,55,0,0,0,39,1,0,3,0,0,1,3.43,0,3.43,14,24000,1.3333333333333333,4.5,2,0
2021,0,21,2020,0,2,1,0,4,2,0,1,0,2,2,2,0,0,1,39,12,16,4,1,0,1,3.7,0,3.7,11,30000,1.3333333333333333,9.8,2,1
2020,1,22,2019,0,6,0,1,4,3,0,1,1,4,0,50,0,0,1,39,3,8,3,0,1,1,3.02,0,3.2,70,20000,1.0,5.0,0,0
2021,1,20,2020,0,3,0,1,2,1,0,1,1,3,1,55,0,0,0,48,2,16,4,0,0,1,3.48,0,2.98,23,20000,1.0,4.5,-1,0
2022,1,20,2020,0,2,1,0,3,2,0,1,1,2,0,55,0,0,1,39,2,16,4,1,0,1,3.53,0,3.53,13,40000,1.0,4.5,1,0
2020,0,19,2019,0,8,1,1,4,1,0,1,1,2,0,55,0,0,0,39,3,8,4,0,0,1,3.06,0,3.41,87,30000,2.0,4.5,2,0
2021,1,20,2020,0,2,0,0,2,1,0,1,1,3,1,2,1,0,1,48,1,16,4,0,0,1,3.9,0,3.9,11,20000,1.0,10.8,-1,1
2022,0,20,2018,0,1,0,0,2,2,0,1,0,4,2,61,0,0,1,23,0,16,4,0,0,2,0.0,0,0.0,0,50000,0.6666666666666666,3.9,-2,0
2019,0,20,2019,0,9,0,1,3,3,0,1,1,1,2,65,0,0,0,48,4,16,4,1,1,1,3.19,0,3.37,101,40000,0.75,3.5,2,0
2022,0,21,2020,0,2,0,0,4,2,1,1,1,2,1,61,1,0,1,39,4,16,4,1,0,2,0.13,0,0.13,11,30000,1.3333333333333333,4.9,2,0
2022,0,22,2020,0,2,1,0,4,1,0,1,1,2,1,64,0,0,0,39,2,0,0,0,0,2,3.05,0,3.05,11,20000,2.0,3.6,2,0
2022,0,21,2020,0,1,0,1,3,2,0,1,1,1,0,65,0,0,1,39,1,16,4,1,1,1,4.0,0,4.0,11,80000,1.0,3.5,2,0
2021,0,20,2020,0,2,1,0,4,1,0,1,1,3,2,64,0,0,1,39,3,16,2,1,1,1,3.75,0,3.75,11,60000,2.0,3.6,1,0
2021,1,22,2019,0,2,1,0,3,3,0,1,1,2,2,55,0,0,0,48,4,16,3,0,0,1,3.33,0,3.33,12,20000,0.75,4.5,1,0
2021,1,20,2020,0,3,1,0,4,1,1,1,1,1,1,45,1,0,1,48,2,14,4,1,0,1,2.81,1,2.81,35,40000,2.0,6.5,3,0
2022,1,21,2019,0,2,1,0,3,3,0,1,1,4,2,55,1,0,1,7,0,16,4,1,0,2,2.18,0,2.08,11,35000,0.75,5.5,-1,0
2022,1,21,2020,0,1,0,1,4,2,0,1,1,1,2,2,0,0,1,4,2,16,4,0,1,1,0.0,0,0.0,0,30000,1.3333333333333333,9.8,3,1
2020,1,23,2018,0,8,0,1,0,3,0,1,0,3,2,36,0,0,0,48,6,16,4,0,1,1,3.7,0,3.75,70,20000,0.0,6.4,-3,1
2018,0,24,2016,0,13,0,0,2,1,1,1,1,1,2,55,0,0,1,23,2,12,0,0,0,2,3.62,0,3.0,140,62488,1.0,4.5,1,0
2022,1,20,2020,0,3,0,1,2,2,0,1,1,3,1,52,0,0,1,39,1,16,4,0,1,2,3.18,1,3.18,11,35000,0.6666666666666666,4.8,-1,0
2022,0,21,2020,0,1,1,1,3,2,1,1,0,8,1,64,0,0,0,39,1,16,4,1,1,2,3.55,1,3.59,11,100000,1.0,3.6,-5,2
2020,1,23,2020,0,3,1,0,4,2,0,1,1,2,1,2,0,0,0,48,6,16,4,1,0,1,3.58,0,3.75,23,15000,1.3333333333333333,9.8,2,1
2022,1,22,2020,0,2,1,0,2,1,0,1,1,8,1,55,0,0,0,39,3,16,4,0,0,2,3.88,0,3.88,12,10000,1.0,4.5,-6,2
2022,1,20,2020,0,2,1,0,2,1,0,1,1,10,1,55,0,0,0,39,3,16,4,0,0,1,3.0,0,3.0,12,30000,1.0,4.5,-8,2
2022,1,20,2020,0,2,1,0,4,2,0,1,1,1,2,61,0,1,1,39,2,16,4,1,0,1,4.0,0,4.0,11,40000,1.3333333333333333,5.9,3,0
2022,1,22,2016,0,2,1,1,2,2,1,1,1,1,1,45,0,0,1,39,3,14,3,1,1,1,3.97,0,3.97,11,30000,0.6666666666666666,5.5,1,0
2021,1,22,2020,0,3,1,1,3,2,1,1,1,1,2,40,0,0,1,39,2,16,4,1,0,1,3.79,0,3.69,25,100000,1.0,6.0,2,0
2019,1,22,2018,0,11,0,0,6,2,0,1,1,2,2,55,1,0,1,48,2,16,3,0,0,1,2.96,0,2.89,111,50000,2.0,5.5,4,0
2021,1,21,2020,0,5,1,0,5,1,0,0,1,3,2,53,0,0,1,48,3,16,4,1,0,2,3.77,0,3.86,49,30000,2.5,4.7,2,0
2019,1,25,2017,0,11,0,0,1,1,0,1,1,1,2,55,0,0,0,48,4,16,4,0,1,1,3.44,0,3.48,124,50000,0.5,4.5,0,0
2022,1,19,2021,0,1,1,0,4,3,0,1,1,3,0,2,0,0,1,48,1,16,4,0,0,2,0.0,0,0.0,0,40000,1.0,9.8,1,1
2021,0,21,2019,0,3,1,1,2,2,1,1,1,2,2,50,0,0,1,39,1,16,4,0,1,1,3.56,0,3.66,23,25000,0.6666666666666666,5.0,0,0
2020,1,19,2019,0,2,1,1,3,2,0,1,1,1,1,2,0,0,1,39,1,16,4,0,1,1,3.56,0,3.56,12,40000,1.0,9.8,2,1
2021,0,22,2020,0,4,1,1,5,2,0,1,1,2,2,53,0,0,1,39,3,16,4,1,1,1,2.48,0,2.74,23,35000,1.6666666666666667,4.7,3,0
2022,0,20,2020,0,1,1,1,0,2,1,1,1,3,1,63,0,0,0,27,1,16,4,0,1,2,0.0,1,0.0,0,35000,0.0,3.7,-3,0
2022,1,20,2020,0,2,1,1,1,1,1,1,1,5,1,45,1,0,0,25,0,16,4,0,1,1,3.25,0,3.2,11,40000,0.5,6.5,-4,2
2022,1,19,2021,0,1,1,0,4,2,0,1,1,5,1,50,0,0,1,25,0,16,4,1,0,1,0.0,0,0.0,0,50000,1.3333333333333333,5.0,-1,2
2021,1,22,2019,0,4,1,0,2,1,0,1,1,3,2,45,0,0,1,39,2,8,4,1,1,1,3.7,0,3.4,39,50000,1.0,5.5,-1,0
2021,0,20,2020,0,4,1,0,1,1,0,1,0,2,2,2,0,0,0,39,0,8,4,0,1,1,3.38,0,3.58,25,80000,0.5,9.8,-1,1
2021,1,21,2019,0,4,1,0,1,2,1,1,1,2,2,45,0,0,1,48,4,16,4,1,0,1,3.78,0,3.9,49,40000,0.3333333333333333,5.5,-1,0
2019,0,24,2016,0,10,0,0,4,2,0,1,1,3,2,61,0,0,1,39,2,13,4,0,0,1,3.4,0,3.5,106,20000,1.3333333333333333,3.9,1,0
2019,1,24,2017,0,10,0,0,2,1,0,1,1,3,2,45,0,0,1,39,5,16,4,1,1,1,2.58,0,2.93,106,65000,1.0,5.5,-1,0
2020,1,21,2019,0,8,0,0,1,1,1,1,1,1,0,50,0,0,1,48,1,14,3,0,0,2,3.96,0,3.7,85,25000,0.5,5.0,0,0
2021,0,21,2020,0,3,1,1,3,2,0,1,1,2,2,53,0,0,0,39,2,16,4,0,1,1,3.58,0,3.76,25,40000,1.0,4.7,1,0
2021,1,20,2020,0,3,1,0,2,2,1,1,1,4,2,65,0,0,1,39,2,16,3,1,0,1,3.79,0,3.91,23,50000,0.6666666666666666,3.5,-2,0
2021,1,21,2019,0,5,0,0,1,2,0,1,1,1,2,60,0,1,1,39,1,12,4,1,0,1,2.17,0,3.06,44,15000,0.3333333333333333,6.0,0,0
2021,1,22,2020,0,4,1,0,3,2,0,1,1,2,2,55,1,0,1,48,4,16,4,0,0,1,1.12,0,1.88,32,60000,1.0,5.5,1,0
2021,0,21,2019,0,3,1,1,4,3,1,1,1,1,2,65,0,0,0,39,2,16,4,0,1,1,3.72,0,3.67,25,35000,1.0,3.5,3,0
2022,1,20,2020,0,2,0,0,5,3,0,1,0,1,1,53,0,0,1,39,2,16,4,1,1,1,3.55,0,3.55,11,35000,1.25,4.7,4,0
2020,0,22,2018,0,8,0,0,4,2,0,1,1,2,2,64,0,0,0,39,2,16,4,0,1,1,2.83,0,2.82,65,25000,1.3333333333333333,3.6,2,0
2022,0,20,2020,0,2,1,1,2,1,0,1,1,2,1,61,0,0,1,23,1,16,4,0,1,2,3.88,0,3.88,11,35000,1.0,3.9,0,0
2022,1,21,2020,0,2,1,0,1,1,0,1,1,4,2,55,0,0,0,23,2,13,4,1,0,2,4.0,0,4.0,12,25000,0.5,4.5,-3,0
2020,0,21,2019,0,8,0,1,3,1,0,1,1,3,2,63,0,0,0,48,1,8,4,1,1,1,3.0,0,3.66,87,150000,1.5,3.7,0,0
2018,1,26,2018,0,12,0,1,8,2,1,1,1,2,2,55,1,1,1,48,5,16,4,1,0,1,2.44,0,2.44,90,20000,2.6666666666666665,7.5,6,0
2021,1,21,2020,0,3,1,0,4,2,0,1,1,1,2,64,0,0,1,48,1,16,4,0,1,1,2.82,0,3.0,23,25000,1.3333333333333333,3.6,3,0
2022,0,21,2019,0,2,1,1,2,2,0,1,1,1,2,2,0,0,0,39,2,16,4,0,1,1,3.9,0,3.9,11,50000,0.6666666666666666,9.8,1,1
2022,1,21,2020,0,2,1,0,5,1,1,1,1,12,1,64,0,0,1,39,2,16,4,1,0,2,3.33,0,3.33,12,62488,2.5,3.6,-7,2
2022,0,20,2020,0,2,0,0,3,3,0,1,1,2,1,63,0,0,1,39,2,16,4,1,0,1,3.7,0,3.7,11,35000,0.75,3.7,1,0
