University Admission year,Gender,Age,H.S.C passing year,Program,Current Semester,Do you have meritorious scholarship ?,Do you use University transportation?,How many hour do you study daily?,How many times do you seat for study in a day?,What is your preferable learning mode?,Do you use smart phone?,Do you have personal Computer?,How many hour do you spent daily in social media?,Status of your English language proficiency,Average attendance on class,Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems?,What are the skills do you have ?,How many hour do you spent daily on your skill development?,What is you interested area?,What is your relationship status?,Are you engaged with any co-curriculum activities?,With whom you are living with?,Do you have any health issues?,What was your previous SGPA?,Do you have any physical disabilities?,What is your current CGPA?,How many Credit did you have completed?,What is your monthly family income?,Study_Efficiency,Academic_Risk_Score,Time_Management_Score,Cluster
2019,0,22,2018,0,11,0,0,8,3,1,1,1,4,2,65,0,0,1,48,4,16,4,0,0,1,2.68,0,3.15,126,20000,2.0,3.5,4,0
2022,1,20,2020,0,2,0,1,3,3,0,1,1,1,2,65,0,0,0,39,1,16,4,0,1,1,2.68,0,3.15,11,20000,0.75,3.5,2,0
2020,1,22,2018,0,7,0,1,1,1,0,1,1,5,1,36,1,0,1,23,1,14,4,0,1,1,2.68,0,3.15,77,20000,0.5,7.4,-4,2
2022,1,21,2020,0,2,1,1,7,2,1,1,1,1,2,2,0,0,1,39,3,16,4,1,1,1,2.68,0,3.15,11,30000,2.3333333333333335,9.8,6,1
2018,1,23,2017,0,13,0,0,2,1,0,1,1,1,1,40,1,1,1,39,3,16,4,0,0,1,2.68,0,3.15,136,35000,1.0,9.0,1,0
2020,0,23,2020,0,8,1,0,6,3,0,1,1,6,2,2,0,0,1,39,2,16,4,0,0,1,2.68,0,3.15,88,62488,1.5,9.8,0,2
2017,0,25,2015,0,8,0,0,2,2,0,1,1,1,2,2,0,0,1,23,2,14,2,0,1,1,2.68,0,3.15,88,60000,0.6666666666666666,9.8,1,1
2022,0,20,2020,0,2,0,1,4,3,0,1,0,2,2,53,0,0,1,39,3,16,4,0,0,1,2.68,0,3.15,11,60000,1.0,4.7,2,0
2021,1,21,2020,0,4,1,1,2,2,0,1,1,2,0,45,0,0,1,39,2,16,3,1,1,1,2.68,0,3.15,36,50000,0.6666666666666666,5.5,0,0
2015,0,26,2014,0,22,0,1,2,2,1,1,1,3,2,45,1,1,0,43,2,16,2,1,1,2,2.68,0,3.15,77,30000,0.6666666666666666,8.5,-1,1
2019,1,23,2018,0,11,0,1,5,5,0,1,1,3,2,55,0,0,1,23,2,14,4,0,0,1,3.29,0,3.23,114,28000,0.8333333333333334,4.5,2,0
2019,0,22,2018,0,11,0,1,3,1,0,1,1,3,2,2,0,0,1,0,3,13,4,1,1,1,2.68,0,3.15,126,60000,1.5,9.8,0,1
2017,1,23,2017,0,12,0,0,2,2,0,1,1,1,0,2,1,0,1,23,3,16,4,0,0,1,2.68,0,3.15,136,90000,0.6666666666666666,10.8,1,1
2017,1,24,2017,0,15,0,0,3,2,1,1,1,3,0,45,1,0,1,48,4,16,4,0,0,1,2.68,0,3.15,113,200000,1.0,6.5,0,0
2020,0,21,2019,0,8,0,0,4,2,0,1,1,1,2,2,0,0,0,48,1,16,4,1,1,1,2.68,0,3.15,88,50000,1.3333333333333333,9.8,3,1
2019,0,22,2018,0,9,0,1,3,1,0,1,1,5,1,45,1,0,0,39,3,16,2,0,0,2,2.0,0,2.22,77,4000,1.5,6.5,-2,2
2022,1,19,2020,0,2,1,1,3,2,0,1,1,3,1,55,0,0,1,39,1,16,4,0,1,1,2.68,0,3.15,11,40000,1.0,4.5,0,0
2019,0,21,2018,0,10,0,0,5,1,0,1,1,3,2,45,1,0,1,39,2,16,4,0,0,2,3.3,0,3.24,105,80000,2.5,6.5,2,0
2019,1,23,2017,0,10,0,1,3,2,1,1,1,2,1,55,0,0,1,43,3,16,4,0,0,2,2.68,0,3.15,113,35000,1.0,4.5,1,0
2019,1,21,2018,0,9,0,0,1,1,1,1,1,12,2,55,0,0,1,48,6,16,4,0,0,1,3.01,0,2.76,79,65000,0.5,4.5,-11,2
2018,1,23,2017,0,12,0,0,4,1,0,1,1,2,2,63,0,0,1,48,4,16,4,0,0,1,2.68,0,3.15,136,20000,2.0,3.7,2,0
2019,1,22,2018,0,9,0,0,3,2,0,1,1,3,1,61,0,0,1,48,2,8,4,0,0,1,3.2,0,3.3,103,40000,1.0,3.9,0,0
2018,0,23,2017,0,12,0,0,3,2,1,1,1,2,0,45,1,0,1,39,2,16,4,1,1,1,2.68,0,3.15,136,100000,1.0,6.5,1,0
2022,0,20,2020,0,2,1,0,4,1,0,1,1,6,1,55,0,0,1,39,2,16,4,0,0,1,2.68,0,3.15,11,50000,2.0,4.5,-2,2
2018,1,25,2015,0,12,1,0,1,3,0,0,1,1,2,55,0,0,0,48,1,16,4,0,0,1,2.68,0,3.15,136,20000,0.25,4.5,0,0
2022,1,20,2020,0,2,1,1,3,2,0,1,1,4,2,55,0,0,1,39,2,16,4,1,1,1,2.68,0,3.15,11,30000,1.0,4.5,-1,0
2020,0,23,2018,0,7,0,1,3,2,0,1,1,4,1,12,1,1,1,48,2,16,2,1,1,1,2.4,0,2.4,70,60000,1.0,11.8,-1,1
2020,1,23,2018,0,8,0,0,4,2,1,1,1,2,2,55,0,0,0,48,1,13,4,1,0,1,2.68,0,3.15,88,50000,1.3333333333333333,4.5,2,0
2021,1,22,2020,0,4,1,1,4,2,0,1,1,2,2,55,0,0,0,48,2,16,4,1,1,1,2.16,0,2.75,35,40000,1.3333333333333333,4.5,2,0
2019,1,22,2018,0,9,1,0,8,3,0,1,1,3,2,55,0,0,1,48,2,16,4,0,0,1,2.68,0,3.15,100,40000,2.0,4.5,5,0
2020,1,23,2018,0,8,1,1,5,3,0,0,1,2,2,19,1,0,1,39,2,16,4,1,0,1,2.68,0,3.15,88,12000,1.25,9.1,3,1
2021,1,21,2020,0,5,0,0,5,3,0,0,1,2,2,63,1,0,1,43,4,16,4,0,0,1,0.0,0,2.31,46,50000,1.25,4.7,3,0
2021,0,20,2020,0,5,0,1,2,3,0,1,1,3,1,45,0,0,0,39,3,16,4,0,1,2,1.75,1,2.51,50,50000,0.5,5.5,-1,0
2020,0,22,2019,0,8,0,0,4,2,0,1,0,4,2,55,0,0,1,48,2,13,4,0,1,1,2.68,0,3.15,88,10000,1.3333333333333333,4.5,0,0
2020,1,22,2018,0,8,0,0,2,2,0,1,1,4,2,55,1,0,0,30,0,0,4,0,0,1,2.68,0,3.15,88,50000,0.6666666666666666,5.5,-2,0
2022,0,22,2019,0,2,1,0,3,2,1,1,1,0,1,57,0,1,1,34,3,9,4,0,1,1,2.68,0,3.15,11,100000,1.0,6.3,3,0
2019,0,21,2018,0,8,0,0,6,3,1,1,1,2,2,2,0,0,0,23,1,0,4,1,0,2,2.68,0,3.15,88,30000,1.5,9.8,4,1
2020,0,21,2019,0,8,1,1,2,1,0,1,1,4,1,53,0,0,0,39,3,16,4,0,1,1,2.68,0,3.15,88,40000,1.0,4.7,-2,0
2022,1,19,2020,0,1,1,1,1,1,0,1,1,6,2,61,0,0,0,39,1,16,4,1,1,1,2.68,0,3.15,0,50000,0.5,3.9,-5,0
2020,0,20,2018,0,8,0,0,3,2,0,1,1,2,0,64,0,0,1,39,2,12,4,0,1,1,2.6,0,2.81,75,500000,1.0,3.6,1,0
2021,1,20,2020,0,4,1,0,7,2,0,1,1,1,2,55,0,0,0,48,9,14,3,0,0,1,3.33,0,3.5,33,40000,2.3333333333333335,4.5,6,0
2021,1,24,2017,0,4,0,0,3,2,0,1,1,2,2,55,0,0,0,39,2,16,3,1,0,1,4.0,0,3.92,34,40000,1.0,4.5,1,0
2021,1,22,2020,0,2,1,1,6,3,0,1,1,2,1,2,0,0,1,6,3,14,4,1,1,1,3.25,0,3.25,11,30000,1.5,9.8,4,1
2019,1,22,2018,0,11,1,0,1,1,0,1,1,1,1,2,0,0,1,6,2,16,4,1,1,1,3.46,0,3.1,102,40000,0.5,9.8,0,1
2022,1,19,2020,0,2,1,0,1,2,0,1,1,2,2,50,0,0,0,39,1,16,4,0,0,1,3.73,0,3.73,11,20000,0.3333333333333333,5.0,-1,0
2014,1,26,2014,0,22,0,1,3,2,1,1,1,1,1,2,1,0,1,6,5,14,4,0,1,1,2.0,0,2.0,80,25000,1.0,10.8,2,1
2019,1,25,2017,0,11,1,1,2,1,0,1,1,5,2,45,0,0,1,2,2,16,4,1,0,1,3.78,0,3.56,132,20000,1.0,5.5,-3,0
2017,1,24,2015,0,15,1,1,6,4,0,1,1,1,2,2,0,0,1,39,2,16,4,1,1,1,3.42,0,3.02,136,50000,1.2,9.8,5,1
2018,0,21,2017,0,14,0,0,4,5,1,1,1,5,0,61,1,0,1,39,1,16,4,0,0,2,3.5,0,3.2,122,15000,0.6666666666666666,4.9,-1,0
2022,1,21,2020,0,2,1,0,2,1,0,1,1,3,2,55,0,0,1,39,2,16,4,1,0,1,3.26,0,3.26,11,22000,1.0,4.5,-1,0
2022,0,21,2020,0,2,1,1,2,2,0,1,1,2,1,36,1,0,0,6,1,0,4,0,1,1,3.9,0,3.8,12,25000,0.6666666666666666,7.4,0,0
2019,0,21,2018,0,9,1,1,2,1,1,1,1,5,2,61,0,0,0,39,1,16,4,0,1,1,3.7,0,3.68,105,50000,1.0,3.9,-3,0
2019,0,22,2018,0,11,0,0,3,2,0,1,1,3,2,2,0,0,0,48,2,16,4,0,0,1,3.82,0,3.65,78,30000,1.0,9.8,0,1
2019,0,21,2018,0,11,1,0,5,2,0,1,1,5,0,65,0,0,0,48,2,13,4,1,1,1,3.85,0,3.72,126,100000,1.6666666666666667,3.5,0,2
2016,1,24,2016,0,18,0,1,2,2,0,1,1,3,0,61,1,0,1,39,3,16,2,1,0,1,3.1,0,2.84,133,20000,0.6666666666666666,4.9,-1,0
2022,0,20,2020,0,2,1,0,2,2,1,1,0,6,2,55,0,0,1,23,0,16,4,0,0,1,2.67,0,2.67,12,35000,0.6666666666666666,4.5,-4,0
2019,0,23,2017,0,9,0,1,3,2,0,1,1,1,2,45,0,0,0,48,1,13,4,0,0,1,3.82,0,3.6,84,30000,1.0,5.5,2,0
2022,1,20,2020,0,2,1,1,4,3,0,1,1,2,1,2,0,0,0,39,2,16,4,1,1,1,3.72,0,3.72,11,40000,1.0,9.8,2,1
2019,0,21,2018,0,10,0,1,2,1,0,1,1,2,2,55,0,0,1,39,1,0,4,0,1,1,3.51,0,3.56,125,40000,1.0,4.5,0,0
2020,1,22,2018,0,8,0,0,8,7,1,1,0,4,2,55,0,0,1,48,5,16,4,0,0,2,3.48,0,3.35,75,40000,1.0,4.5,4,0
2019,1,22,2018,0,11,0,0,3,2,0,1,1,20,1,55,0,0,1,43,1,13,4,0,0,1,2.65,0,2.99,121,50000,1.0,4.5,-17,2
2019,1,22,2018,0,11,0,1,6,3,1,1,1,2,2,2,0,0,1,48,5,16,3,1,0,1,3.72,0,3.42,131,62488,1.5,9.8,4,1
2021,1,23,2018,0,2,1,0,3,2,1,1,0,3,1,50,1,0,1,39,1,16,4,0,0,1,1.96,0,1.96,11,62488,1.0,6.0,0,0
2019,0,23,2017,0,10,1,1,2,2,0,1,1,1,0,61,0,0,1,23,2,14,2,1,1,1,3.38,0,3.6,120,50000,0.6666666666666666,3.9,1,0
2018,1,23,2017,0,14,0,1,7,2,1,1,1,2,2,45,1,0,0,48,2,16,3,1,1,1,2.8,0,2.8,130,18000,2.3333333333333335,6.5,5,0
2019,0,21,2018,0,9,0,0,5,2,1,1,1,4,2,2,0,0,1,48,2,22,4,0,1,2,3.36,0,3.59,100,40000,1.6666666666666667,9.8,1,1
2020,1,22,2028,0,8,0,0,2,2,0,1,1,4,2,50,0,0,1,43,1,16,4,0,0,1,3.33,0,3.1,80,62488,0.6666666666666666,5.0,-2,0
2017,1,25,2016,0,15,0,0,1,1,1,1,1,2,2,55,1,0,1,24,2,12,4,1,1,2,2.11,1,2.54,126,80000,0.5,5.5,-1,0
2021,1,21,2020,0,4,0,0,1,1,0,1,1,6,1,22,0,0,1,39,1,16,4,0,1,2,2.83,0,3.05,37,20000,0.5,7.8,-5,2
2021,1,21,2019,0,4,1,1,3,2,1,1,1,4,2,53,1,0,0,39,2,16,4,1,1,1,2.2,0,2.2,30,62488,1.0,5.7,-1,0
2019,1,23,2018,0,11,0,1,6,3,0,1,1,6,2,64,0,0,1,48,3,16,4,1,1,1,3.2,0,3.22,110,50000,1.5,3.6,0,2
2019,1,26,2014,0,10,0,0,4,2,0,1,1,1,2,36,1,0,1,48,2,16,4,1,0,1,2.81,0,3.2,104,12000,1.3333333333333333,7.4,3,0
2022,1,20,2020,0,2,0,0,5,3,0,0,1,2,1,2,0,0,0,39,5,16,4,1,0,1,3.48,0,3.48,11,20000,1.25,9.8,3,1
2022,0,20,2020,0,2,1,0,5,1,0,1,1,6,2,55,0,0,0,39,5,16,4,0,1,2,4.0,0,0.0,11,50000,2.5,4.5,-1,2
2022,1,20,2020,0,1,1,1,2,7,0,1,1,6,1,2,1,0,0,48,4,16,4,0,1,1,4.0,0,4.0,14,62488,0.25,10.8,-4,2
2019,1,23,2017,0,9,1,1,4,2,0,1,1,6,2,55,0,0,0,48,1,13,4,0,0,1,3.7,0,3.5,89,50000,1.3333333333333333,4.5,-2,2
2022,1,20,2020,0,1,1,1,3,1,0,1,0,6,1,2,0,0,1,39,0,16,3,1,1,1,0.0,0,0.0,11,25000,1.5,9.8,-3,2
2022,0,21,2019,0,2,1,1,4,3,0,1,1,5,2,55,0,0,0,43,3,16,4,0,1,1,3.68,0,0.0,11,25000,1.0,4.5,-1,2
2022,1,21,2020,0,1,1,0,5,2,0,1,1,2,2,61,0,0,0,39,2,16,4,0,0,1,3.3,0,3.3,11,50000,1.6666666666666667,3.9,3,0
2018,1,22,2016,0,12,0,0,4,2,1,1,1,2,2,53,0,0,1,6,6,12,4,1,0,1,3.85,0,3.1,115,62488,1.3333333333333333,4.7,2,0
2019,1,21,2018,0,11,1,0,2,2,1,1,1,3,2,55,0,0,1,48,5,16,4,0,0,1,4.0,0,3.78,120,50000,0.6666666666666666,4.5,-1,0
2018,0,24,2018,0,12,0,0,4,2,0,1,1,1,2,63,0,0,0,48,2,13,4,1,1,1,2.98,0,2.91,136,20000,1.3333333333333333,3.7,3,0
2020,0,22,2018,0,8,1,1,5,3,0,1,1,15,0,2,0,0,0,48,4,12,4,1,1,1,3.64,0,3.75,88,34000,1.25,9.8,-10,2
2022,0,19,2020,0,2,1,0,6,5,0,1,1,1,2,61,0,0,0,39,2,16,4,0,0,1,3.56,0,3.58,11,10000,1.0,3.9,5,0
2019,1,23,2018,0,11,0,1,1,1,0,1,1,2,0,32,0,0,1,9,1,12,3,0,1,1,1.68,0,3.1,120,30000,0.5,6.8,-1,1
2022,1,20,2020,0,2,0,1,3,3,1,1,1,5,1,45,0,0,0,39,2,14,4,0,0,1,2.54,0,2.54,11,40000,0.75,5.5,-2,2
2022,1,20,2020,0,2,0,0,7,3,0,1,1,1,1,61,0,0,0,39,1,16,4,0,0,1,3.9,0,3.9,11,50000,1.75,3.9,6,0
2019,0,22,2019,0,9,1,1,6,3,0,1,1,3,1,55,0,0,1,23,1,14,4,0,1,1,3.84,0,3.77,99,60000,1.5,4.5,3,0
2019,1,22,2018,0,10,1,1,1,2,0,1,1,1,2,36,0,0,1,48,6,16,4,1,0,2,3.68,0,3.39,117,16000,0.3333333333333333,6.4,0,0
2018,0,23,2016,0,9,1,1,2,1,0,1,1,2,0,61,0,0,0,48,2,13,4,0,1,1,3.14,0,3.14,101,40000,1.0,3.9,0,0
2019,1,23,2018,0,11,0,0,4,2,0,1,1,4,2,61,0,0,1,39,1,14,4,0,0,1,3.69,0,3.23,125,30000,1.3333333333333333,3.9,0,0
2017,1,26,2014,0,17,0,0,3,2,1,1,1,1,2,61,0,0,1,48,6,16,4,0,0,1,2.73,0,3.08,110,25000,1.0,3.9,2,0
2019,1,24,2018,0,11,0,0,2,2,1,1,1,1,2,45,0,0,0,48,4,16,4,0,0,1,3.48,0,3.0,123,62488,0.6666666666666666,5.5,1,0
2022,1,20,2020,0,2,1,1,5,2,1,1,1,12,2,40,0,0,1,39,2,16,4,1,1,1,2.61,0,2.61,11,40000,1.6666666666666667,6.0,-7,2
2022,0,19,2020,0,1,0,0,7,2,0,1,1,2,2,2,0,0,1,48,2,16,4,1,0,1,0.0,0,0.0,0,70000,2.3333333333333335,9.8,5,1
2018,1,23,2018,0,12,0,0,1,1,0,1,1,2,2,53,1,0,1,48,1,16,4,1,0,1,2.8,0,2.68,84,50000,0.5,5.7,-1,0
2020,1,23,2019,0,7,0,0,1,3,0,1,1,1,1,55,1,0,1,39,2,16,4,0,0,1,1.52,0,2.15,70,36000,0.25,5.5,0,0
2020,1,22,2019,0,8,0,0,2,1,0,1,1,3,2,50,0,0,1,48,3,16,4,1,0,1,3.12,0,3.08,83,30000,1.0,5.0,-1,0
2018,1,24,2017,0,12,0,0,5,2,0,1,1,1,2,55,0,0,1,23,3,14,3,0,1,1,3.68,0,3.33,118,20000,1.6666666666666667,4.5,4,0
2019,1,24,2018,0,11,1,0,4,2,1,1,0,1,2,50,1,1,1,41,1,14,4,0,1,1,2.25,0,2.64,103,20000,1.3333333333333333,8.0,3,0
2019,1,22,2018,0,11,1,0,1,2,1,1,1,1,2,55,0,0,1,48,1,16,3,0,1,1,3.5,0,3.43,126,100000,0.3333333333333333,4.5,0,0
2022,0,20,2020,0,1,1,1,6,2,0,0,0,1,1,2,0,0,1,39,3,16,4,0,1,1,0.0,0,0.0,0,50000,2.0,9.8,5,1
2020,1,19,2019,0,8,1,0,2,1,1,1,1,1,1,55,0,0,0,48,2,16,4,0,0,1,3.36,0,3.72,88,20000,1.0,4.5,1,0
2022,1,20,2020,0,2,1,0,1,1,0,1,1,4,2,65,0,0,0,39,2,16,4,0,1,1,3.83,0,3.83,11,35000,0.5,3.5,-3,0
2019,1,22,2018,0,10,0,1,4,2,1,1,1,1,2,55,0,0,1,48,4,16,4,0,1,1,1.98,0,2.98,104,25000,1.3333333333333333,4.5,3,0
2021,0,19,2020,0,2,0,1,3,2,0,1,1,2,2,64,0,0,0,39,2,16,4,0,1,2,3.37,1,3.37,11,62488,1.0,3.6,1,0
2022,1,21,2021,0,1,1,1,3,2,1,1,1,3,0,53,0,0,1,23,1,16,4,1,1,1,3.15,0,3.15,11,62488,1.0,4.7,0,0
2022,1,19,2020,0,1,1,0,5,3,0,1,0,3,1,53,0,0,0,39,2,16,4,0,1,1,0.0,0,0.0,0,30000,1.25,4.7,2,0
2022,1,20,2021,0,1,1,1,1,1,0,1,1,1,2,2,0,0,0,23,2,16,4,1,1,1,0.0,0,0.0,0,150000,0.5,9.8,0,1
2022,0,20,2020,0,1,1,0,4,2,0,1,1,3,2,64,0,0,1,23,2,14,4,1,1,1,0.0,0,0.0,0,50000,1.3333333333333333,3.6,1,0
2017,0,23,2016,0,14,0,0,3,2,1,1,1,3,1,55,0,0,1,43,2,16,2,0,1,1,2.79,0,2.84,133,30000,1.0,4.5,0,0
2021,1,21,2019,0,3,1,0,5,3,0,1,1,2,2,61,0,0,1,39,1,16,4,1,0,1,3.52,0,3.65,23,62488,1.25,3.9,3,0
2021,1,21,2020,0,3,1,1,1,2,1,1,1,2,2,55,0,0,1,48,1,12,4,0,1,1,3.85,0,3.79,35,35000,0.3333333333333333,4.5,-1,0
2019,0,23,2018,0,11,1,0,4,2,1,1,1,5,0,36,1,0,0,6,2,19,2,1,0,2,3.01,0,2.89,120,90000,1.3333333333333333,7.4,-1,2
2021,0,20,2020,0,3,1,0,3,2,0,1,1,2,0,55,0,0,1,39,3,14,3,0,1,1,3.18,0,3.18,24,80000,1.0,4.5,1,0
2021,1,19,2020,0,3,1,1,5,2,0,1,1,5,2,2,0,0,1,48,3,16,4,1,0,1,3.72,0,3.89,26,60000,1.6666666666666667,9.8,0,2
2021,0,21,2020,0,5,1,1,3,2,1,1,0,10,2,36,0,0,1,39,3,16,4,0,1,2,2.8,0,2.9,40,500000,1.0,6.4,-7,2
2021,1,21,2020,0,3,1,0,2,2,1,1,1,3,1,55,0,0,1,39,1,16,4,0,1,1,3.42,0,3.56,23,50000,0.6666666666666666,4.5,-1,0
2021,1,20,2020,0,4,1,0,3,2,0,1,1,3,1,50,0,0,0,39,2,16,4,0,0,1,2.49,0,3.03,25,40000,1.0,5.0,0,0
2021,0,19,2020,0,3,0,1,2,1,0,1,1,3,2,61,0,0,1,39,1,16,4,0,1,1,2.68,0,3.15,23,100000,1.0,3.9,-1,0
2021,0,22,2017,0,5,1,1,3,2,0,1,1,2,2,55,0,0,1,39,1,16,4,0,1,2,3.86,0,3.67,49,20000,1.0,4.5,1,0
2022,1,20,2020,0,1,1,1,3,1,0,1,1,1,0,2,0,0,1,39,1,16,4,0,1,1,0.0,0,0.0,0,30000,1.5,9.8,2,1
2021,1,21,2020,0,5,1,1,6,3,1,1,1,2,2,55,0,0,0,39,3,16,4,1,1,1,3.82,0,3.7,55,50000,1.5,4.5,4,0
2021,1,21,2019,0,3,1,0,2,1,1,1,1,2,2,40,0,0,1,39,1,16,4,0,1,1,3.58,0,3.1,23,40000,1.0,6.0,0,0
2021,1,21,2020,0,5,0,0,5,2,0,1,1,2,2,64,0,0,1,39,2,16,4,0,0,1,2.57,0,2.8,45,30000,1.6666666666666667,3.6,3,0
2021,1,22,2020,0,3,1,0,5,2,0,1,1,2,0,61,0,0,1,40,3,16,4,1,0,2,3.86,0,3.92,23,40000,1.6666666666666667,3.9,3,0
2022,1,22,2019,0,2,0,0,3,1,0,1,1,3,2,45,0,0,1,39,1,16,4,1,0,1,4.0,0,4.0,11,40000,1.5,5.5,0,0
2022,0,20,2021,0,1,1,1,1,2,0,1,1,7,2,45,0,0,0,29,0,0,4,1,1,1,0.0,0,0.0,0,60000,0.3333333333333333,5.5,-6,2
2020,1,23,2018,0,6,0,0,1,2,1,1,1,2,2,55,1,0,0,39,1,16,4,1,0,1,3.1,0,3.4,65,40000,0.3333333333333333,5.5,-1,0
2022,0,21,2020,0,1,0,0,6,3,0,1,1,4,0,2,0,0,1,39,3,16,4,1,0,1,0.0,0,0.0,0,40000,1.5,9.8,2,1
2021,1,20,2020,0,3,1,0,1,2,0,1,1,1,1,61,0,0,1,39,2,16,4,0,1,2,3.68,0,3.65,24,45000,0.3333333333333333,3.9,0,0
2022,0,21,2020,0,2,1,1,7,2,0,1,1,3,1,3,0,0,1,39,0,16,4,0,1,1,3.4,0,3.4,11,40000,2.3333333333333335,9.7,4,1
2022,1,19,2020,0,1,1,0,8,2,0,1,1,2,1,2,0,0,1,7,1,16,4,1,0,1,0.0,0,0.0,0,10000,2.6666666666666665,9.8,6,1
2021,1,20,2020,0,3,1,1,3,2,0,1,1,2,0,36,0,0,1,39,3,16,4,0,1,2,2.45,0,2.95,25,50000,1.0,6.4,1,0
2015,0,25,2015,0,14,0,1,2,1,0,1,1,3,2,45,1,0,1,43,1,16,2,0,1,1,2.4,0,2.89,130,62488,1.0,6.5,-1,0
2021,0,20,2020,0,3,1,1,4,3,0,1,1,1,2,65,0,0,1,39,3,16,2,1,1,1,3.47,0,3.2,23,50000,1.0,3.5,3,0
2019,1,21,2018,0,11,0,1,2,1,0,1,1,1,2,52,0,0,0,48,1,16,4,0,0,1,2.53,0,3.05,115,37000,1.0,4.8,1,0
2021,0,23,2019,0,3,1,1,1,1,0,1,0,3,1,20,1,0,1,36,1,16,4,1,1,2,2.56,0,2.72,26,45000,0.5,9.0,-2,1
2022,0,19,2020,0,1,0,0,4,2,0,1,1,3,2,2,0,0,0,10,1,16,4,1,1,1,0.0,0,0.0,0,100000,1.3333333333333333,9.8,1,1
2020,1,20,2019,0,7,0,0,2,1,1,1,1,1,1,45,1,0,0,16,1,12,4,1,1,1,2.36,0,2.56,65,35000,1.0,6.5,1,0
2022,0,20,2020,0,1,0,0,2,1,0,0,1,1,1,2,0,0,1,31,1,17,2,1,0,1,0.0,0,0.0,0,400006,1.0,9.8,1,1
2022,1,21,2020,0,1,1,1,1,1,1,1,1,2,2,2,0,0,0,28,0,16,4,1,1,1,0.0,0,0.0,0,70000,0.5,9.8,-1,1
2022,1,22,2020,0,1,1,1,4,1,0,1,1,2,1,2,1,1,1,39,2,16,4,0,0,1,2.68,1,3.15,11,20000,2.0,12.8,2,1
2021,0,20,2020,0,3,1,1,2,2,1,1,1,1,2,55,0,0,1,39,1,14,4,0,0,1,3.19,1,2.73,24,40000,0.6666666666666666,4.5,1,0
2019,1,21,2019,0,3,0,0,2,2,1,1,1,1,1,53,1,1,1,53,1,16,4,0,0,2,2.11,1,2.13,25,30000,0.6666666666666666,7.7,1,0
2019,0,22,2018,0,11,0,1,6,3,0,1,1,2,1,64,0,0,0,39,2,13,4,0,1,1,3.1,0,3.07,107,60000,1.5,3.6,4,0
2021,1,21,2020,0,3,1,0,4,2,0,1,1,5,2,61,0,0,0,39,2,16,4,1,0,1,3.28,0,3.0,25,70000,1.3333333333333333,3.9,-1,2
2022,0,21,2020,0,1,1,1,1,2,0,1,1,2,1,2,0,0,0,39,0,16,4,0,1,1,3.15,0,3.15,11,35000,0.3333333333333333,9.8,-1,1
2022,1,20,2020,0,2,1,0,5,2,0,1,1,3,1,55,0,0,1,39,1,16,4,1,0,1,3.6,0,3.6,14,10000,1.6666666666666667,4.5,2,0
2021,0,21,2019,0,3,1,0,3,1,0,1,1,1,2,55,0,0,1,48,2,14,4,0,0,1,3.75,0,3.7,24,50000,1.5,4.5,2,0
2021,1,20,2020,0,4,0,0,1,1,1,1,1,3,2,55,0,0,0,48,2,16,4,1,1,1,3.85,0,3.92,34,40000,0.5,4.5,-2,0
2021,0,20,2019,0,4,1,1,3,3,0,1,1,2,1,55,0,0,0,39,2,13,4,0,1,1,2.68,0,2.68,23,100000,0.75,4.5,1,0
2021,0,21,2020,0,2,1,0,3,2,1,1,1,1,2,65,0,0,1,39,3,16,4,0,0,1,3.18,0,3.18,11,62488,1.0,3.5,2,0
2019,0,24,2018,0,11,1,0,2,1,0,1,1,1,2,55,0,0,1,48,2,8,2,0,1,1,3.39,0,3.4,128,5000,1.0,4.5,1,0
2021,0,20,2020,0,4,0,0,4,1,1,1,1,4,2,2,0,0,1,39,2,16,4,0,0,2,2.98,0,3.38,25,60000,2.0,9.8,0,2
2021,0,21,2020,0,2,0,0,9,2,0,1,1,3,2,63,1,0,0,39,5,16,4,0,1,1,3.7,0,3.15,23,50000,3.0,4.7,6,0
2018,0,23,2017,0,14,0,1,1,2,0,1,1,2,0,45,1,0,1,39,2,13,2,0,1,1,3.25,0,2.95,130,40000,0.3333333333333333,6.5,-1,0
2021,1,19,2020,0,3,0,1,2,1,1,1,1,3,1,50,0,0,0,39,1,16,4,0,1,1,3.03,0,3.21,25,30000,1.0,5.0,-1,0
2021,0,22,2020,0,5,0,0,2,2,0,1,1,3,2,61,0,0,0,39,1,16,4,0,0,1,3.1,0,3.18,48,50000,0.6666666666666666,3.9,-1,0
2022,0,21,2020,0,2,1,1,2,1,0,1,1,3,2,64,0,0,1,39,1,16,4,0,1,1,3.7,0,3.7,12,120000,1.0,3.6,-1,0
2022,1,21,2020,0,2,1,1,9,2,0,1,1,6,2,36,1,0,1,39,4,16,4,1,1,1,4.0,0,4.0,12,30000,3.0,7.4,3,0
2021,1,19,2020,0,3,1,1,1,1,0,1,1,2,2,50,0,0,1,39,1,16,4,1,0,1,3.18,0,3.45,23,62488,0.5,5.0,-1,0
2021,0,19,2020,0,3,1,1,2,2,0,1,1,3,1,2,0,0,1,39,2,16,4,0,1,1,3.61,0,3.74,25,40000,0.6666666666666666,9.8,-1,1
2021,1,22,2017,0,3,1,0,2,1,1,1,1,0,2,36,0,0,0,39,1,16,4,0,1,1,3.01,0,3.22,23,70000,1.0,6.4,2,0
